NAME_OF_ITEM,TYPE_OF_ITEM,RARITY,TIER,GEAR_SCORE
Officer's Pants of the Fighter,Light Legwear,Epic,Tier V,500-600
Brash Outpost Spear of the Brigand,Spear,Uncommon,Tier V,500-600
War Kite Shield of the Soldier,Kite Shield,Uncommon,Tier V,500-600
Brash Outpost Hatchet of the Barbarian,Hatchet,Uncommon,Tier V,500-600
Brash Outpost Warhammer of the Barbarian,War Hammer,Uncommon,Tier V,500-600
Brash Outpost Rapier of the Brigand,Rapier,Uncommon,Tier V,500-600
Officer's Hat of the Fighter,Light Headwear,Epic,Tier V,500-600
Covenant Warden Boots of the Brigand,Medium Footwear,Epic,Tier V,500-600
War Round Shield of the Soldier,Round Shield,Uncommon,Tier V,500-600
Cruel War Ice Gauntlet of the Scholar,Ice Gauntlet,Uncommon,Tier V,500-600
Brash Outpost Sword of the Barbarian,Sword,Uncommon,Tier V,500-600
Vengeful War Spear of the Ranger,Spear,Uncommon,Tier V,500-600
Ragebearer's Flatbow of the Ranger,Bow,Epic,Tier V,500-600
Cruel War Life Staff of the Sage,Life Staff,Uncommon,Tier V,500-600
Cruel War Fire Staff of the Scholar,Fire Staff,Uncommon,Tier V,500-600
Vengeful War Great Axe of the Soldier,Great Axe,Uncommon,Tier V,500-600
Cruel War Musket of the Ranger,Musket,Uncommon,Tier V,500-600
Cruel War Bow of the Ranger,Bow,Uncommon,Tier V,500-600
Ophan's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Vengeful War Warhammer of the Soldier,War Hammer,Uncommon,Tier V,500-600
Ragebearer's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Fanatic's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Harbinger's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Doomsinger's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Mistwalker's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Fanatic's War  Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Ophan's Hatchet of the Soldier,Hatchet,Epic,Tier V,500-600
Bondsman's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Harbinger's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Bondsman's Great Axe of the Soldier,Great Axe,Rare,Tier V,500-600
Ragebearer's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Ophan's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Mistwalker's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Bondsman's Hatchet of the Soldier,Hatchet,Epic,Tier V,500-600
Primordial Fire Staff,Fire Staff,Uncommon,Tier V,500-600
Primordial Spear,Spear,Uncommon,Tier V,500-600
Doomsinger's War Hammer of the Soldier,War Hammer,Epic,Tier V,500-600
Fanatic's Hatchet of the Soldier,Hatchet,Epic,Tier V,500-600
Primordial Hatchet,Hatchet,Uncommon,Tier V,500-600
Primordial Musket,Musket,Uncommon,Tier V,500-600
Primordial Bow,Bow,Uncommon,Tier V,500-600
Harbinger's Hatchet of the Soldier,Hatchet,Epic,Tier V,500-600
Primordial Great Axe,Great Axe,Uncommon,Tier V,500-600
Primordial Warhammer,War Hammer,Uncommon,Tier V,500-600
Ophan's Life Staff of the Sage,Life Staff,Epic,Tier V,500-600
Primordial Rapier,Rapier,Uncommon,Tier V,500-600
Primeval War Hammer,War Hammer,Common,Tier V,500-600
Primordial Sword,Sword,Uncommon,Tier V,500-600
Bondsman's Life Staff of the Sage,Life Staff,Epic,Tier V,500-600
Primeval Longsword,Sword,Common,Tier V,500-600
Fanatic's Life Staff of the Sage,Life Staff,Epic,Tier V,500-600
Ancient Spear,Spear,Common,Tier V,500-600
Primeval Hatchet,Hatchet,Common,Tier V,500-600
Ancient Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Ancient Tower Shield,Tower Shield,Common,Tier V,500-600
Ancient Rapier,Rapier,Common,Tier V,500-600
Harbinger's Life Staff of the Sage,Life Staff,Epic,Tier V,500-600
Ancient Musket,Musket,Common,Tier V,500-600
Ancient Life Staff,Life Staff,Common,Tier V,500-600
Ancient Fire Staff,Fire Staff,Common,Tier V,500-600
Doomsinger's Life Staff of the Sage,Life Staff,Epic,Tier V,500-600
Ancient Great Axe,Great Axe,Common,Tier V,500-600
Ancient Round Shield,Round Shield,Common,Tier V,500-600
Ancient Bow,Bow,Common,Tier V,500-600
Ancient Musket,Musket,Common,Tier V,500-600
Ancient Kite Shield,Kite Shield,Common,Tier V,500-600
Ancient Hatchet,Hatchet,Common,Tier V,500-600
Ancient Longsword,Sword,Common,Tier V,500-600
Abandoned Tower Shield,Tower Shield,Common,Tier V,500-600
Ancient War Hammer,War Hammer,Common,Tier V,500-600
Abandoned Round Shield,Round Shield,Common,Tier V,500-600
Abandoned Musket,Musket,Common,Tier V,500-600
Abandoned Bow,Bow,Common,Tier V,500-600
Abandoned Great Axe,Great Axe,Common,Tier V,500-600
Abandoned Warhammer,War Hammer,Common,Tier V,500-600
Defiled Rapier,Rapier,Common,Tier V,500-600
Abandoned Kite Shield,Kite Shield,Common,Tier V,500-600
Abandonded Sword,Sword,Common,Tier V,500-600
Defiled Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Defiled Spear,Spear,Common,Tier V,500-600
Defiled Tower Shield,Tower Shield,Common,Tier V,500-600
Defiled Fire Staff,Fire Staff,Common,Tier V,500-600
Defiled Life Staff,Life Staff,Common,Tier V,500-600
Abandoned Hatchet,Hatchet,Common,Tier V,500-600
Desecrated Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Desecrated Fire Staff,Fire Staff,Common,Tier V,500-600
Desecrated Hatchet,Hatchet,Common,Tier V,500-600
Desecrated Sword,Sword,Common,Tier V,500-600
Desecrated Rapier,Rapier,Common,Tier V,500-600
Desecrated Kite Shield,Kite Shield,Common,Tier V,500-600
Desecrated Life Staff,Life Staff,Common,Tier V,500-600
Desecrated Warhammer,War Hammer,Common,Tier V,500-600
Desecrated Tower Shield,Tower Shield,Common,Tier V,500-600
Desecrated Round Shield,Round Shield,Common,Tier V,500-600
Desecrated Spear,Spear,Common,Tier V,500-600
Desecrated Musket,Musket,Common,Tier V,500-600
Desecrated Bow,Bow,Common,Tier V,500-600
Desecrated Warhammer,War Hammer,Common,Tier V,500-600
Desecrated Great Axe,Great Axe,Common,Tier V,500-600
Desecrated Hatchet,Hatchet,Common,Tier V,500-600
Invasion Ring,Jewelry - Ring,Common,Tier V,500-600
Breach Closer's Amulet,Jewelry - Amulet,Common,Tier V,500-600
Breach Closer's Ring,Jewelry - Ring,Common,Tier V,500-600
Invasion Amulet,Jewelry - Amulet,Common,Tier V,500-600
Vengeful Fisherman's Boots,Light Footwear,Common,Tier V,500-600
Invasion Earring,Jewelry - Earring,Common,Tier V,500-600
Vengeful Fisherman's Gloves,Light Glove,Common,Tier V,500-600
Desecrated Sword,Sword,Common,Tier V,500-600
Dryad Rapier,Rapier,Common,Tier V,500-600
Breach Closer's Earring,Jewelry - Earring,Common,Tier V,500-600
Dryad Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Vengeful Fisherman's Hat,Light Headwear,Common,Tier V,500-600
Vengeful Fisherman's Smock,Light Chestwear,Common,Tier V,500-600
Vengeful Fisherman's Trousers,Light Legwear,Common,Tier V,500-600
Ancestral Rapier,Rapier,Common,Tier V,500-600
Ancestral Spear,Spear,Common,Tier V,500-600
Ancestral Fire Staff,Fire Staff,Common,Tier V,500-600
Ancestral Life Staff,Life Staff,Common,Tier V,500-600
Desecrated Great Axe,Great Axe,Common,Tier V,500-600
Ancestral Ice Gauntlets,Ice Gauntlet,Common,Tier V,500-600
Farmer Hat,Light Headwear,Common,Tier V,500-600
Reveler Gloves,Light Glove,Common,Tier V,500-600
Reveler Mask,Light Headwear,Common,Tier V,500-600
Reveler Coat,Light Chestwear,Common,Tier V,500-600
Rescuer Boots,Medium Footwear,Common,Tier V,500-600
Rescuer Pants,Medium Legwear,Common,Tier V,500-600
Reveler Shoes,Light Footwear,Common,Tier V,500-600
Reveler Pants,Light Legwear,Common,Tier V,500-600
Rescuer Gloves,Medium Glove,Common,Tier V,500-600
Rescuer Hat,Medium Headwear,Common,Tier V,500-600
Sorcerer Hunter Boots,Medium Footwear,Common,Tier V,500-600
Sorcerer Hunter Gauntlets,Medium Glove,Common,Tier V,500-600
Rescuer Shirt,Medium Chestwear,Common,Tier V,500-600
Sorcerer Hunter Coat,Medium Chestwear,Common,Tier V,500-600
Farmer Shirt,Light Chestwear,Common,Tier V,500-600
Sorcerer Hunter Pants,Medium Legwear,Common,Tier V,500-600
Concocter's Hat,Medium Headwear,Epic,Tier V,500
Arcanist Pants,Light Legwear,Epic,Tier IV,500
Sorcerer Hunter Hat,Medium Headwear,Common,Tier V,500-600
Arcanist Gloves,Light Glove,Epic,Tier IV,500
Arcanist Shirt,Light Chestwear,Epic,Tier IV,500
Engineer Gloves,Medium Glove,Epic,Tier V,500
Arcanist Specs,Light Headwear,Epic,Tier IV,500
Arcanist Shoes,Light Footwear,Epic,Tier IV,500
Engineer Pants,Medium Legwear,Epic,Tier V,500
Engineer Hat,Medium Headwear,Epic,Tier V,500
Engineer Shoes,Medium Footwear,Epic,Tier V,500
Vengeful Smith Shoes,Medium Footwear,Epic,Tier V,500
Vengeful Smith Pants,Medium Legwear,Epic,Tier V,500
Vengeful Smith Gloves,Medium Glove,Epic,Tier V,500
Engineer Shirt,Medium Chestwear,Epic,Tier V,500
Vengeful Smith Shirt,Medium Chestwear,Epic,Tier V,500
Vengeful Smith Hat,Medium Headwear,Epic,Tier V,500
Vengeful Fisherman's Hood,Medium Headwear,Epic,Tier V,500
Harvester Pants,Medium Legwear,Epic,Tier V,500-600
Lumberjack Shoes,Light Footwear,Epic,Tier V,500-600
Lumberjack Hat,Light Headwear,Epic,Tier V,500-600
Lumberjack Gloves,Light Glove,Epic,Tier V,500-600
Lumberjack Shirt,Light Chestwear,Epic,Tier V,500-600
Skinner Shoes,Medium Footwear,Epic,Tier V,500-600
Skinner Pants,Medium Legwear,Epic,Tier V,500-600
Lumberjack Pants,Light Legwear,Epic,Tier V,500-600
Harvester Shoes,Medium Footwear,Epic,Tier V,500-600
Harvester Shirt,Medium Chestwear,Epic,Tier V,500-600
Skinner Gloves,Medium Glove,Epic,Tier V,500-600
Skinner Hat,Medium Headwear,Epic,Tier V,500-600
Harvester Gloves,Medium Glove,Epic,Tier V,500-600
Skinner Shirt,Medium Chestwear,Epic,Tier V,500-600
Immemorial Cloth Gloves,Light Glove,Common,Tier V,500-600
Miner Shoes,Medium Footwear,Epic,Tier V,500-600
Immemorial Cloth Pants,Light Legwear,Common,Tier V,500-600
Immemorial Cloth Boots,Light Footwear,Common,Tier V,500-600
Harvester Hat,Medium Headwear,Epic,Tier V,500-600
Miner Pants,Medium Legwear,Epic,Tier V,500-600
Immemorial Cloth Shirt,Light Chestwear,Common,Tier V,500-600
Primordial Helm,Heavy Headwear,Common,Tier V,500-600
Immemorial Leather Boots,Medium Footwear,Common,Tier V,500-600
Immemorial Leather Pants,Medium Legwear,Common,Tier V,500-600
Immemorial Leather Gloves,Medium Glove,Common,Tier V,500-600
Immemorial Leather Coat,Medium Chestwear,Common,Tier V,500-600
Immemorial Cloth Hat,Light Headwear,Common,Tier V,500-600
Immemorial Boots,Heavy Footwear,Common,Tier V,500-600
Immemorial Leather Hat,Medium Headwear,Common,Tier V,500-600
Immemorial Greaves,Heavy Legwear,Common,Tier V,500-600
Guardian Plate Gauntlets,Heavy Glove,Common,Tier V,500-600
Dryad Guard Breastplate,Heavy Chestwear,Common,Tier V,500-600
Dryad Guard Helm,Heavy Headwear,Common,Tier V,500-600
Guardian Plate Helm,Heavy Headwear,Common,Tier V,500-600
Guardian Plate Chestguard,Heavy Chestwear,Common,Tier V,500-600
Dryad Guard Gauntlets,Heavy Glove,Common,Tier V,500-600
Breachwatcher Cloth Pants,Light Legwear,Uncommon,Tier V,500-600
Breachwatcher Cloth Gloves,Light Glove,Uncommon,Tier V,500-600
Breachwatcher Cloth Boots,Light Footwear,Uncommon,Tier V,500-600
Breachwatcher Cloth Hat,Light Headwear,Uncommon,Tier V,500-600
Breachwatcher Cloth Shirt,Light Chestwear,Uncommon,Tier V,500-600
Breachwatcher Leather Pants,Medium Legwear,Uncommon,Tier V,500-600
Breachwatcher Leather Boots,Medium Footwear,Uncommon,Tier V,500-600
Breachwatcher Leather Coat,Medium Chestwear,Uncommon,Tier V,500-600
Breachwatcher Leather Gloves,Medium Glove,Uncommon,Tier V,500-600
Breachwatcher Boots,Heavy Footwear,Uncommon,Tier V,500-600
Breachwatcher Greaves,Heavy Legwear,Uncommon,Tier V,500-600
Breachwatcher Leather Hat,Medium Headwear,Uncommon,Tier V,500-600
Breachwatcher Gauntlets,Heavy Glove,Uncommon,Tier V,500-600
Breachwatcher Helm,Heavy Headwear,Uncommon,Tier V,500-600
Breachwatcher Breastplate,Heavy Chestwear,Uncommon,Tier V,500-600
Waterlogged Leggings,Light Legwear,Common,Tier V,500-600
Waterlogged Shoes,Light Footwear,Common,Tier V,500-600
Champion Defender Leather Pants,Medium Legwear,Common,Tier V,500-600
Champion Defender Cloth Hat,Light Headwear,Common,Tier V,500-600
Champion Defender Leather Boots,Medium Footwear,Common,Tier V,500-600
Champion Defender Leather Gloves,Medium Glove,Common,Tier V,500-600
Champion Defender Greaves,Heavy Legwear,Common,Tier V,500-600
Champion Defender Leather Coat,Medium Chestwear,Common,Tier V,500-600
Champion Defender Leather Hat,Medium Headwear,Common,Tier V,500-600
Guardian Plate Greaves,Heavy Legwear,Common,Tier V,500-600
Champion Defender Boots,Heavy Footwear,Common,Tier V,500-600
Crystalline Boots,Heavy Footwear,Common,Tier V,500-600
Champion Defender Gauntlets,Heavy Glove,Common,Tier V,500-600
Champion Defender Breastplate,Heavy Chestwear,Common,Tier V,500-600
Champion Defender Helm,Heavy Headwear,Common,Tier V,500-600
Ironwood Boots,Medium Footwear,Common,Tier V,500-600
Crystalline Pants,Heavy Legwear,Common,Tier V,500-600
Crystalline Gloves,Heavy Glove,Common,Tier V,500-600
Crystalline Chestpiece,Heavy Chestwear,Common,Tier V,500-600
Crystalline Helm,Heavy Headwear,Common,Tier V,500-600
Mossborne Shoes,Light Footwear,Epic,Tier V,500-600
Ironwood Pants,Medium Legwear,Common,Tier V,500-600
Blasphemer Helm,Heavy Headwear,Epic,Tier V,500-600
Mossbourne Boots,Medium Footwear,Epic,Tier V,500-600
Mossbourne Gloves,Light Glove,Epic,Tier V,500-600
Mossbourne Shirt,Light Chestwear,Epic,Tier V,500-600
Mossbourne Hat,Light Headwear,Epic,Tier V,500-600
Mossbourne Pants,Light Legwear,Epic,Tier V,500-600
Mossbourne Headgear,Medium Headwear,Epic,Tier V,500-600
Mossbourne Mitts,Medium Glove,Epic,Tier V,500-600
Mossborne Greaves,Heavy Footwear,Epic,Tier V,500-600
Mossbourne Cuisses,Heavy Legwear,Epic,Tier V,500-600
Mossbourne Gauntlets,Heavy Glove,Epic,Tier V,500-600
Mossbourne Trousers,Medium Legwear,Epic,Tier V,500-600
Mossbourne Coat,Medium Chestwear,Epic,Tier V,500-600
Mossbourne Helm,Heavy Headwear,Epic,Tier V,500-600
Mossborne Plate,Heavy Chestwear,Epic,Tier V,500-600
Garden Keeper Fire Staff,Fire Staff,Common,Tier V,500-600
Lazarus Watcher Life Staff,Life Staff,Common,Tier V,500-600
Raider Cloth Boots,Light Footwear,Epic,Tier V,500-600
Raider Cloth Pants,Light Legwear,Epic,Tier V,500-600
Garden Keeper Tower Shield,Tower Shield,Common,Tier V,500-600
Raider Cloth Gloves,Light Glove,Epic,Tier V,500-600
Blasphemer Breastplate,Heavy Chestwear,Epic,Tier V,500-600
Garden Keeper Kite Shield,Kite Shield,Common,Tier V,500-600
Lazarus Watcher Tower Shield,Tower Shield,Common,Tier V,500-600
Lazarus Watcher Fire Staff,Fire Staff,Common,Tier V,500-600
Lazarus Watcher Kite Shield,Kite Shield,Common,Tier V,500-600
Lazarus Watcher Round Shield,Round Shield,Common,Tier V,500-600
Garden Keeper Round Shield,Round Shield,Common,Tier V,500-600
Lazarus Watcher Musket,Musket,Common,Tier V,500-600
Lazarus Watcher Bow,Bow,Common,Tier V,500-600
Garden Keeper Bow,Bow,Common,Tier V,500-600
Garden Keeper Great Axe,Great Axe,Common,Tier V,500-600
Garden Keeper Musket,Musket,Common,Tier V,500-600
Lost Siren's Tower Shield of the Fighter,Tower Shield,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Ice Gauntlet of the Trickster,Ice Gauntlet,Uncommon,Tier V,500-600
Lost Siren's Round Shield of the Fighter,Round Shield,Uncommon,Tier V,500-600
Lost Siren's Kite Shield of the Fighter,Kite Shield,Uncommon,Tier V,500-600
The Cause,Sword,Epic,Tier IV,500
Opportunistic Lost Siren's Life Staff of the Priest,Life Staff,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Fire Staff of the Mage,Fire Staff,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Great Axe of the Fighter,Great Axe,Uncommon,Tier V,500-600
Garden Keeper Life Staff,Life Staff,Common,Tier V,500-600
Opportunistic Lost Siren's Spear of the Cavalier,Spear,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Bow of the Cavalier,Bow,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Warhammer of the Fighter,War Hammer,Uncommon,Tier V,500-600
Opportunistic Lost Siren's Hatchet of the Fighter,Hatchet,Uncommon,Tier V,500-600
The Fairy Queens Jest,Sword,Epic,Tier V,500-600
Opportunistic Lost Siren's Musket of the Cavalier,Musket,Uncommon,Tier V,500-600
Tempest,Sword,Epic,Tier V,500-600
The Black Blade,Sword,Epic,Tier V,500-600
The Captain's Deal,Sword,Legendary,Tier V,500-600
Surrogate of Justice,Sword,Rare,Tier V,500-600
Spirithound,Sword,Epic,Tier V,500-600
Slicing Zephyr,Sword,Epic,Tier V,500-600
Sin,Sword,Epic,Tier V,500-600
Shard Of The Obelisk,Sword,Epic,Tier V,500-600
Seer's End,Sword,Epic,Tier V,500-600
Seaborne Plague,Sword,Epic,Tier V,500-600
Second Chance,Sword,Epic,Tier V,500-600
Rimeblade,Sword,Epic,Tier V,500-600
Reckless,Sword,Epic,Tier V,500-600
Seeker of Secrets,Sword,Epic,Tier V,500-600
Rallying Cry,Sword,Legendary,Tier V,500-600
Pit Lord Dominator,Sword,Legendary,Tier V,500-600
Reconciliation,Sword,Epic,Tier V,500-600
The Familiar,Sword,Epic,Tier V,500-600
Greataxe of the Maw,Great Axe,Uncommon,Tier V,500-600
Moonless Night,Sword,Epic,Tier V,500-600
Malum,Sword,Epic,Tier V,500-600
Monstrous Sprigganslayer,Great Axe,Epic,Tier V,500-600
Malicious Intent,Sword,Epic,Tier V,500-600
Molten Metal,Great Axe,Rare,Tier V,500-600
Master's Call,Great Axe,Uncommon,Tier V,500-600
Luminous Dream,Sword,Epic,Tier V,500-600
Last Stand,Great Axe,Legendary,Tier V,500-600
Judgment,Great Axe,Epic,Tier V,500-600
"Kul'kresh, the Dormant Herald",Great Axe,Epic,Tier V,500-600
Kingslayer,Great Axe,Epic,Tier V,500-600
Insatiable Great Axe,Great Axe,Epic,Tier V,500-600
Hurricane's Herald,Great Axe,Rare,Tier V,500-600
Harrow,Great Axe,Epic,Tier V,500-600
Breach Bloodied Rifle,Musket,Epic,Tier V,500-600
Hamstring,Great Axe,Epic,Tier V,500-600
Judgement,Great Axe,Epic,Tier V,500-600
Innocence,Great Axe,Rare,Tier V,500-600
No Remorse,Great Axe,Epic,Tier V,500-600
Famed Trueshot,Musket,Epic,Tier V,500-600
"Doom, Rifle of the Tempest",Musket,Epic,Tier V,500-600
Dominion of the Doomed,Musket,Uncommon,Tier V,500-600
Decisive Victory,Musket,Legendary,Tier V,500-600
Eternal Rest,Musket,Rare,Tier V,500-600
Davy Jones' Musket,Musket,Epic,Tier V,500-600
Damned Flintlock,Musket,Epic,Tier V,500-600
Deserted Rifle,Musket,Epic,Tier V,500-600
Crystal Infused Rifle,Musket,Uncommon,Tier V,500-600
Corrupted Heartshot,Musket,Rare,Tier V,500-600
Defiler of the Damned,Musket,Rare,Tier V,500-600
Corpse Reaver's Rifle,Musket,Epic,Tier V,500-600
Cold Bore,Musket,Uncommon,Tier V,500-600
Chromatic Flintlock,Musket,Epic,Tier V,500-600
Bulletstorm,Musket,Epic,Tier V,500-600
Cryptic Message,Musket,Epic,Tier V,500-600
Athena's Charge,Bow,Epic,Tier V,500-600
Arcane Sight,Bow,Rare,Tier V,500-600
Blind Justice,Bow,Uncommon,Tier V,500-600
Bloodboiled Longbow,Bow,Rare,Tier V,500-600
Angel's Wings,Bow,Epic,Tier V,500-600
Brevity,Musket,Epic,Tier V,500-600
Anchor's Mark,Bow,Epic,Tier V,500-600
Wild Justice,Musket,Rare,Tier V,500-600
Warlord's Rifle,Musket,Legendary,Tier V,500-600
Timebound Musket,Musket,Rare,Tier V,500-600
Voidridden Rifle,Musket,Uncommon,Tier V,500-600
The Justifier,Musket,Epic,Tier V,500-600
Survival of the Fittest,Musket,Legendary,Tier V,500-600
Zeus's Lightningshot,Musket,Epic,Tier V,500-600
Spriggan Shot,Musket,Epic,Tier V,500-600
Sinbringer's Rifle,Musket,Rare,Tier V,500-600
Swift Approach,Bow,Legendary,Tier V,500-600
Terror of the Seas,Bow,Epic,Tier V,500-600
Swashbuckler's Trueshot,Bow,Rare,Tier V,500-600
Stormcursed Bow,Bow,Epic,Tier V,500-600
Steadylimb,Bow,Epic,Tier V,500-600
Ruby Recurve,Bow,Rare,Tier V,500-600
Sorrow's Cry,Bow,Rare,Tier V,500-600
Slayer's Crossbow,Bow,Legendary,Tier V,500-600
Shadow of the Moon,Bow,Rare,Tier V,500-600
Silent Demise,Bow,Epic,Tier V,500-600
Patience,Bow,Epic,Tier V,500-600
Soulthief,Bow,Epic,Tier V,500-600
Recurve of the Dark Gods,Bow,Epic,Tier V,500-600
Precision,Bow,Rare,Tier V,500-600
"Osilius, Longbow of the Exiled Archmage",Bow,Rare,Tier V,500-600
Nature's Truth,Bow,Epic,Tier V,500-600
Mourning Light,Bow,Epic,Tier V,500-600
Longbow of the Starstone Barrows,Bow,Rare,Tier V,500-600
"Miradath, the Corrupted Vision",Bow,Epic,Tier V,500-600
Mammoth's Tusk,Hatchet,Rare,Tier V,500-600
Imbued Hatchet,Hatchet,Epic,Tier V,500-600
Magma,Hatchet,Rare,Tier V,500-600
Legacy,Hatchet,Epic,Tier V,500-600
Malthazar's Lost Hatchet,Hatchet,Epic,Tier V,500-600
Honorsbane,Hatchet,Legendary,Tier V,500-600
Hulking Hatchet,Hatchet,Rare,Tier V,500-600
Horrific Slasher,Hatchet,Rare,Tier V,500-600
Lazarine Cleaver,Hatchet,Epic,Tier V,500-600
Hatchet of the Corrupted Frontier,Hatchet,Legendary,Tier V,500-600
