name,telephone,mail,website
T.C. D'AUTEUIL,0687412485,tcauteuil@lagoon.nc,https://www.facebook.com/search/top/?q=tennis%20club%20auteuilu0026epa=SEARCH_BOX
T.C. DE PAITA,0687353370,tennisclubpaita@mls.nc,https://www.facebook.com/paitatennisclub/
TENNIS CLUB ST BRUNO,0490264259,tennisclubstbruno@orange.fr,http://www.tennisclubsaintbruno.fr
TENNIS CLUB PERNES,0490616113,tcperneslesfontaines@free.fr,http://club.fft.fr/tcpernes
TENNIS CLUB MOURIESEN,0977903693,tcmouries13@hotmail.fr,http://www.club.fft.fr/tc.mouries
TENNIS CLUB SORGUAIS,0490834660,tennisclubsorguais@gmail.com,http://www.club.fft.fr/tcsorguais
TENNIS CLUB ST-DIDIER,0788044949,tcstdidier@gmx.fr,http://www.club.fft.fr/tcstdidier
TENNIS CLUB JONQUERETTES,0490329340,p.fazzio@orange.fr,https://www.facebook.com/Association-Sports-Loisirs-de-Jonquerettes-1821057991462331/
TENNIS CLUB EYGALIERES,0979728651,tennisclubeygalieres@gmail.com,None
TENNIS CLUB SAINT ANDIOL,None,tc-saint-andiol@fft.fr,http://club.fft.fr/tc-saint-andiol
TENNIS CLUB DU PARADOU,None,tennisclub.paradou@hotmail.com,None
TENNIS GRAVESON,0490958499,tennisgravesons@orange.fr,http://www.club.fft.fr/tcgraveson
TENNIS CLUB CHUSCLAN,0466900522,None,None
TENNIS CLUB SARRIANS,0490653676,tennisclubdesarrians@orange.fr,https://fr-fr.facebook.com/tennisclubsarrians/
TENNIS CLUB CARPENTRAS,0490631624,contact@tccarpentras.fr,http://www.tccarpentras.fr
TENNIS CLUB FONTVIEILLE,0490546171,tennisdefontvieille@laposte.net,None
TENNIS CLUB AVIGNON,0490905423,pascale30400@gmail.com,http://www.tennisclubavignon.com
TENNIS CLUB DU BREGOUX,None,campchristophe@sfr.fr,None
TENNIS CLUB  MONTEUX,0490667220,tennisclubmonteux@wanadoo.fr,http://www.club.fft.fr/tc-monteux
TCM CONNAUX,0466829020,tcmconnaux@fft.fr,http://www.club.fft.fr/tcmconnaux
TC SAUVETERRE,0608687509,None,None
TC SAINT LAURENT DES ARBRES,0665259648,14300470@fft.fr,http://www.club.fft.fr/tennisclub.stlaurent.arbres
TENNIS CLUB CAUMONTOIS,0652444663,tenniscaumont@outlook.fr,None
TENNIS CLUB CHATEAUNEUVOIS,None,tennis.chateauneufdupape@gmail.com,http://www.club.fft.fr/tc.chateauneufdupape
TENNIS CLUB AUREILLOIS,None,None,http://www.club.fft.fr/tennisaureillois
TC LES ROQUETTES-BAGNOLS,0686346770,tcroquettes@gmail.com,http://www.club.fft.fr/tclesroquettes
TC TAVEL,None,tennisclubtavel@gmx.fr,http://www.club.fft.fr/tc.tavel
TC L'ARDOISE LAUDUN,0466503797,tcal30@gmail.com,http://www.club.fft.fr/tc.lardoiselaudun
TC BAGNOLS MARCOULE,0658010720,t3cbm@free.fr,http://t3cbm.fr
TENNIS CLUB DE ST ETIENNE DU GRES,0961572028,tennisclublegres@orange.fr,https://www.facebook.com/TcLeGres/
TC MALEMORT DU COMTAT,None,vergotetcmc@gmail.com,https://www.facebook.com/TennisClubMalemortDuComtat
TENNIS CLUB de CAMPBEAU,0490222094,tennis.campbeau@orange.fr,http://club.fft.fr/tc.campbeau
TC ROCHEFORT,0681864399,None,http://www.club.fft.fr/rochefort-tennisclub
T.C VELLERONNAIS,None,tcvelleronnais84@gmail.com,http://www.club.fft.fr/tcvelleron
T.C PIOLENC,0490296578,tcpiolenc@gmail.com,http://www.tennis-club-piolenc.fr/
T.C ROGNONAIS,0490949431,tennisclubrognonais@wanadoo.fr,http://www.tennisclubrognonais.fr/le-club.html
TC ROQUEMAURE,0612702455,None,http://www.club.fft.fr/tcroquemaure
TC DE ST VICTOR LA COSTE,0664268466,14300679@fft.fr,http://www.club.fft.fr/tcsaintvictorlacoste
T.C MOULIN,0663093425,eric.prieurhattat@bbox.fr,None
T.C MONTFAVET,0490329166,lilyberlu@free.fr,None
T.C MORIERES-LES-AVIGNON,0490334368,tennis-club-de-morieres@wanadoo.fr,http://www.tcmorieres.clubeo.com
T.C MAUSSANE LES ALPILLES,0490545462,tennisclubalpilles@orange.fr,https://ballejaune.com/club/TCMaussane
T.C LORIOLAIS,0620597880,tcloriolais@gmail.com,http://www.club.fft.fr/tennisclubloriolais
T.C JONQUIEROIS,0490703619,tennisjonquieres@yahoo.fr,http://club.fft.fr/tennis.jonquieres
T.C EYRAGUAIS,0490928057,presidenttce@gmail.com,http://www.tceyraguais.fr.cx
T.C NOVAIS,0683861640,tc.noves@gmail.com,http://club.fft.fr/tcnoves
T.C CAVAILLON,0490717369,tennisclub.cavaillon@gmail.com,http://club.fft.fr/tc.cavaillon
T.C MAILLANAIS,0490957075,tcmaillanais@gmail.com,None
T.C. CHATEAURENARDAIS,0651339150,contact@tc-chateaurenardais.fr,http://tennischato.wixsite.com/tennischateaurenard
SERIGNAN TENNIS CLUB,0490700615,tcserignan@gmail.com,http://www.club.fft.fr/serignantc84
ROBION LAGNES TENNIS CLUB,0490766390,robiontennisclub@wanadoo.fr,http://www.club.fft.fr/robionlagnestc
ORANGE RAQUETTES CLUB,0490516205,orangetennisclub@fft.fr,None
T.C CADEROUSSIEN,0490519190,tennisclubcaderousse@gmail.com,None
SPORTING CLUB MAZANAIS,0490698645,tscm@bbox.fr,http://www.tscmazan.com
ENERGIE SPORTIVE AVIGNONNAISE,None,ludovicpanza@aol.com,None
PROVENCE PADEL,062327831,provencepadel@gmail.com,https://provence-padel.jimdosite.com/
COSSLMA,None,annie.morizet@hotmail.fr,None
CAMARET TENNIS CLUB,0643121899,camaret.tennisclub@gmail.com,http://club.fft.fr/camaret
COURTH'TENNIS CLUB,0621602874,courthtennisclub@gmail.com,https://courthtennisclub.wixsite.com/c-t-c
ASSOCIATION ALTHENOISE DE TENNIS,None,aatennis@free.fr,None
A.S.P.T.T CARPENTRAS,0666743958,asptt.carpentras.tennis@gmail.com,https://aspttcarpentras.wixsite.com/tennis
COMITE VAUCLUSE TENNIS,0490032631,comite84@fft.fr,https://www.comite.fft.fr/vaucluse
A.S. VILLENEUVOISE T.C,0490257392,asvtennisclub30@gmail.com,None
A.S. THOROISE,0490337592,contact@tennisduthor.org,https://www.tennisduthor.org/
A.S. CHEMINOTS D'AVIGNON,0490948864,benriver13@aol.com,None
A.S.P.T.T  AVIGNON,0490258693,bureau.aspttavignon@gmail.com,http://www.avignon.asptt.com
BOXELAND CLUB ISLOIS,0490382997,bcitennis@gmail.com,https://bcitennis.fr/
A.S. CAROMBAISE,0490624766,astc.caromb@fft.fr,http://www.club.fft.fr/astc.caromb
VIGNY TC,0614658358,tc.vigny@fft.fr,http://www.club.fft.fr/tc.vigny
US TC,None,tc95us@gmail.com,http://www.tc95us.fr
A.S. BEDARRIDES,0490331511,contact@asbtennis.fr,http://asbtennis.fr
TENNIS AUBERGENVILLE CLUB,0130959923,tennis.aubergenville.club@gmail.com,http://www.tennis78.fr
T.C. NEZEL,0130901076,chigotjeanpierre@gmail.com,None
A.S. ANGLOISE TENNIS CLUB,0490256130,contact@lesangles-tennisclub.fr,http://www.lesangles-tennisclub.fr/
T.C. JUZIERS,0134756252,tc.juziers@gmail.com,http://club.quomodo.com/tcjuziers/accueil/index.html
SAGY TC,0134663138,patrice.gremmel95@gmail.com,None
CORMEILLES EN VEXIN TC,0695816636,contact@tccv.fr,http://www.tccv.fr
ABLEIGES TC,None,gregory.passard@orange.fr,http://www.tcableiges.fr
TOUL TC,None,tctoul@gmail.com,http://www.club.fft.fr/tctoul/
SOMMERVILLER TC,0689908585,tcsommerviller@fft.fr,None
SAINT NICOLAS DE PORT TC PORTOIS,None,schaller.emilie@live.fr,http://www.tennis-club-portois.fr
ROSIERES TC,None,tcr.rosieres@gmail.com,http://www.club.fft.fr/tc-rosieres-54
RICHARDMENIL TC,0611078774,tcrichardmenil@gmail.com,None
T.C.M. FLINS,0766014957,tcmflins@gmail.com,http://www.club.fft.fr/tennisflinssurseine
T.C. MEULAN,0964179600,tcmeulan@orange.fr,http://www.club.fft.fr/tcmeulan
SAINT MAX TC,0661883696,tc-saint-max@fft.fr,https://www.facebook.com/groups/tcsaintmax/
NANCY WELL TENNIS CLUB,0661525294,marchandalexisnancy@hotmail.com,http://www.welltennisclub.free.fr
SAULXURES TC,0961589928,saulxures.tennis@gmail.com,https://tc-saulxures.fr/
NANCY LAWN,0383985539,lawn.nancy@gmail.com,http://lawntennis-nancy.net
NANCY SLUC,0383446078,sluctennis54@gmail.com,https://www.facebook.com/sluctennis/
NANCY FORET DE HAYE TC,0383232887,tcnfh@wanadoo.fr,http://www.club.fft.fr/tcnfh
Nancy - Centre de Ligue,0383676010,None,None
NANCY ALERION TENNIS PADEL,0383983342,atpn@hotmail.fr,None
PULNOY TC DU GREMILLON,0383208028,tcm.gremillon@gmail.com,None
LUNEVILLE TC,0383743055,tcluneville@gmail.com,https://www.facebook.com/TC-Lun%C3%A9ville-112625068796097/
LUDRES TC,0383535618,cg.tcludres@gmail.com,http://www.tcludres.com
POMPEY O.F.,0686172616,tennis.ofp@gmail.com,https://www.tennisofp.com/
LAXOU TENNIS SAPINIERE,0383982619,tennis.laxou.sapiniere@wanadoo.fr,https://tennislaxousapiniere.com/
LANEUVEVILLE AT,0652671770,associationtennislaneuveville@yahoo.com,http://www.atl2016.sitew.fr
AT MONTFAUCON,0466500646,atmontfaucon@gmail.com,https://www.facebook.com/Atm-812621622106207/
HEILLECOURT TC,0383568469,tcheillecourt@fft.fr,http://www.club.fft.fr/tcheillecourt
JARVILLE TSB,0383544165,damien-boulangeot@laposte.net,http://tsbjarville.com
MONT SUR MEURTHE TC MONTOIS,None,tcmontois@gmail.com,http://tcmontois.wordpress.com
LIGUE GRAND EST TENNIS,None,ligue.grandest@fft.fr,https://www.ligue-grandest-fft.fr/
NANCY CSAG,0383871240,None,None
HOUDEMONT AS TC,0383560205,pascale-gerard@wanadoo.fr,http://tennisclubhoudemont.sportsregions.fr
ECROUVES TC,0620776965,a.bellemin@me.com,https://wwww.facebook.com/tennis.club.ecrouves
MALZEVILLE TC JO SCHLESSER,0383212737,s.tennisclubjoschlesser@sfr.fr,https://www.tc-malzeville.fr/
LIVERDUN TC,None,liverdun.tennisclub@gmail.com,http://www.liverduntennisclub.fr/
CHATEAU SALINS TC,0677393622,None,None
CHAMPIGNEULLES TC,None,tcchampigneulles@fft.fr,http://www.club.fft.fr/tcchampigneulles/
COMITE MEURTHE ET MOSELLE TENNIS,None,None,None
GONDREVILLE TC,None,tcgondreville@gmail.com,http://www.club.fft.fr/tc.gondreville
FLEVILLE TC,0678328420,brigitte.siatka@gmail.com,http://www.club.fft.fr/tc.fleville
BAYON TC,None,tcbgestion@gmail.com,None
BLAINVILLE-DAMELEVIERES AS,0651608087,philippe.bardot@fft.fr,None
CUSTINES TENNIS,None,None,http://www.club.fft.fr/custines-tennis
ESSEY LES NANCY TC,0961492162,tc.essey@fft.fr,https://tennisclubessey.fr
VAL DE REUIL TENNIS SQUASH,0232595926,badouet.emmanuel@orange.fr,https://www.facebook.com/VRTS-Tennis-341139602575498/
VAL DE REUIL SANOFI PASTEUR,0232256700,None,None
YERVILLE TC,0235968140,yervilletennisclub@gmail.com,https://www.facebook.com/groups/192927112390/
DIEULOUARD ESS,0383236385,tennis.dieulouard@free.fr,http://www.club.fft.fr/dieulouard/
CHALIGNY TC,0698640503,ferrypierre.ferry@gmail.com,http://www.club.fft.fr/tc.chaligny
DOMBASLE TC,0383483304,tennisclub.dombasle@sfr.fr,http://www.tcdombasle.fr
VAL DE LA HAYE TC VAUDESIEN,None,None,None
TOTES TC,None,None,None
CHAMPENOUX TC CAMPUSSIEN,None,tcchampenoux@live.fr,http://www.club.fft.fr/tc.champenoux
SOTTEVILLE LES ROUEN SSCC,0235720560,sscc.tennis@bbox.fr,http://sscc-tennis.info
SAINT PIERRE/FLEURS VAL D'OISON,0614673600,tc.val.oison@fft.fr,http://club.fft.fr/tc.val.oison/
YAINVILLE-LE TRAIT TC,0645797684,tennis-yainville@orange.fr,http://www.club.fft.fr/yainvilletc/
SAINT PIERRE DE VARENGEVILLE TC,0952703555,tcspv@free.Fr,https://tcspv.clubeo.com
SAINT MARTIN DU VIVIER TC,0678685607,dominique.tamarelle@wanadoo.fr,http://www.club.fft.fr/tcsmv/
SAINT JEAN DU CARDONNAY,0235338010,tennisclub.stjeanducardonnay@orange.fr,None
SAINT AUBIN TC,0235813096,saintaubintc@gmail.com,http://www.saint-aubin-tennis-club.com
SAINT ETIENNE DU ROUVRAY CTSER,0235661866,tennisclubser@wanadoo.fr,http://www.club.fft.fr/saint.etienne.du.ry
TENNIS CLUB HOUPPEVILLAIS,None,le_rital_mk@hotmail.com,http://houppeville-tc.fr/cms/index.php
ROUTOT BROTONNE TC,None,None,None
ROUMARE TENNIS CLUB,None,roumaretc@fft.fr,http://www.club.fft.fr/roumaretc
ROUEN TENNIS CLUB,0951635138,tennisclubrouen@gmail.com,http://rouentennisclub.com
ROUEN UC AS,0276510603,asructennis@hotmail.fr,http://tennis.asrouenuc.com/
ROUEN PORT AS TENNIS,None,rouen.port.tennis@gmail.com,https://rouen-port-tennis-club.fr/
ROUEN PADEL ARENA ASS SPORTIVE,0951405607,contact@padel-arena.com,http://www.padel-arena.com/
TOURVILLE LA RIVIERE TC,0781690793,18760785@fft.fr,http://www.club.fft.fr/tourville.la.riviere
RONCHEROLLES SUR LE VIVIER,None,asrvtennis@gmail.com,None
SAINT LEGER DU BOURG DENIS,None,andre.laurent76@free.fr,None
QUINCAMPOIX TC,0972552940,quincampoix-tennisclub@orange.fr,http://www.club.fft.fr/quincampoix.tennis
SAINT SAENS VARENNE TC,0235325715,vtc.saint-saens@outlook.com,None
RY TC,None,None,None
PETIT COURONNE AA,0980390894,18760121@fft.fr,http://www.club.fft.fr/petit-couronneaa
SAINT JACQUES SUR DARNETAL US,0235235438,ussj-tennis@wanadoo.fr,http://ussj-tennis.org/
OISSEL TENNIS LOISIR,0232910209,tennis.oissel@gmail.com,https://tennisoissel.wixsite.com/tennis-oissel
NOTRE DAME DE BONDEVILLE BTC,0235744288,contact@bondeville-tennis.fr,https://www.facebook.com/BondevilleTennisClub
POSES CENTRE DE LIGUE,None,None,None
ROUEN ASPTT,0674378075,regis.guedot@wanadoo.fr,http://www.club.fft.fr/asptt.rouen.tennis
MONTVILLE TC,None,montvilletc@fft.fr,http://www.montvilletc.fr
MONT SAINT AIGNAN TENNIS CLUB,0235740386,msatc.secretaire@fft.fr,http://www.msatc.fr
PONT DE L'ARCHE TC,0661824644,elisabethlemarchand@orange.fr,https://www.facebook.com/pages/category/Social-Club/Pont-de-lArche-Tennis-Club-114972396538851/
MOULINEAUX AS,None,None,None
LYONS LA FORET TC,0232496135,tclyonslaforet@gmail.com,None
PONT SAINT PIERRE TC,0614307248,None,None
MAROMME AL,0235748798,marommetennis@free.fr,http://www.marommetennis.com
PREAUX TC,0622399576,tcpreaux76@gmail.com,http://www.club.fft.fr/tc.preaux
LES AUTHIEUX TC,0603526138,ferrand.herve@wanadoo.fr,http://www.club.fft.fr/tc.les.authieux
LE VAUDREUIL TC,0232611442,tcv27@hotmail.fr,http://tennisclubvaudreuil.wifeo.com
LOUVIERS TC,0232251337,info@louviers-tennis-club.com,http://www.louviers-tennis-club.com/default/index.jsp
LE HOULME TC,0232820607,lehoulmetennisclub@gmail.com,https://club.fft.fr/lehoulmetennisclub
LE GRAND QUEVILLY TC,0235671633,tc.grand-quevilly@fft.fr,http://www.club.fft.fr/tc.grand-quevilly
LA MAILLERAYE SUR SEINE TC,0235373599,saintlouis76@wanadoo.fr,None
LE PETIT QUEVILLY TC,0235635299,tennispq@free.fr,http://www.club.fft.fr/petit-quevilly/18760349_a/cms/index_public.php?PHPSESSID=
LA VAUPALIERE TC,None,tc_lavaupaliere@yahoo.com,None
LA BOUILLE TC,0235180148,None,None
HENOUVILLE TC,0623324644,tch76@hotmail.fr,None
GRAND COURONNE TC,0661147513,grandcouronnetennisclub@fft.fr,http://www.club.fft.fr/grand-couronne.tc
ISNEAUVILLE TC,None,tc.isneauville@gmail.com,None
FRANQUEVILLE SAINT PIERRE,0235791718,esf.tennis@gmail.com,http://www.club.fft.fr/tennis.franqueville
ENTENTE TENNIS PLATEAU EST,0624044868,tennis.plateau.est@gmail.com,http://club.fft.fr/asc-ymare/
DARNETAL OLYMPIQUE,0620575655,odtennis76@gmail.com,http://80.13.215.154/OD_TennisClub/
ELBEUF AL BUQUET,None,al.buquet.tc@gmail.com,None
MALAUNAY TC,0235743851,francoiseleroux@fft.fr,http://www.club.fft.fr/tcmalaunay/
LE MESNIL ESNARD TENNIS CLUB,0660741166,None,http://www.club.fft.fr/tennisdumesnil
DUCLAIR TC,0235373641,duclairtennisclub@wanadoo.fr,http://www.club.fft.fr/duclairtennisclub
COMITE SEINE MARITIME TENNIS,0235763260,comite.seine-maritime@fft.fr,http://comite.fft.fr/seine-maritime
CANTELEU TC,0695543795,tc.canteleu1@free.fr,http://www.club.fft.fr/tc-canteleu
FLEURY SUR ANDELLE TC,None,contact@tcfleury.fr,http://www.tcfleury.fr
BOURGTHEROULDE TC ROUMOIS,0232420742,contact@tcroumois.fr,http://www.tcroumois.fr
CLEON STC,0235817918,sectiontenniscleon@gmail.com,http://stc.kalisport.com
PAVILLY BARENTIN TC,0277076191,pbtc76@gmail.com,http://www.club.fft.fr/pavillybarentin
COMITE EURE TENNIS,None,None,None
BOSC GUERARD TC,None,tc.bosc-guerard@fft.fr,http://www.club.fft.fr/tc.bosc-guerard
DEVILLE TC DEVILLOIS,0235763066,tennisclubdevillois@free.fr,http://www.club.fft.fr/tc.devillois
BOUQUETOT TC,0609817349,tennisclub.bouquetot@free.fr,http://tcbouquetot.clubeo.com
BOIS GUILLAUME USC TENNIS,0235602686,accueil@uscbtennis.fr,http://www.uscbtennis.fr
BIHOREL GCO,0632531086,president.tennis@gcob76.com,https://www.facebook.com/Tennis-Club-de-Bihorel-168148036542142/
AMFREVILLE LA MI VOIE,0235234105,fevrier.nolan@gmail.com,None
ACE Tennis Club,0665289835,acetennisclub76@gmail.com,https://www.facebook.com/ACE-Tennis-Club-2158707054411498/
4PADEL Rouen,0235365848,rouen@4padel.fr,https://4padel.fr/
BONSECOURS ASC,0235802503,tennis.bonsecours@fft.fr,http://www.club.fft.fr/tennis.bonsecours/
USC MOULIN A VENT,0468554204,14660062@fft.fr,http://www.club.fft.fr/mav66
USAT TOULOUGES,0468550748,None,None
USAP TENNIS,0468610156,usaptennis@fft.fr,http://www.club.fft.fr/usaptennis
BOURG ACHARD SAINT OUEN - T2R,0232423811,president@t2r.fr,http://www.club.fft.fr/tennis-reunis-roumois
BOSC LE HARD ASCP,0670582599,stephanegondard@mac.com,None
TENNIS PADEL CLUB BARCARES,0468861030,tennisclubbarcares@fft.fr,http://www.club.fft.fr/tc.barcares/
ANNEVILLE AMBOURVILLE USPI,None,yvesuspi@free.fr,http://uspitennis.wixsite.com/uspi-tennis
TENNIS CLUB PALAUENC,0631441071,fonbonne.rene@gmail.com,None
TENNIS CLUB LE SOLER,0468921839,tcsolerien@free.fr,http://www.club.fft.fr/tc.lesoler
TENNIS CLUB DE CERET,0468871667,tennis-club-de-ceret@orange.fr,None
BOSC ROGER EN ROUMOIS,None,asbr.tennis27@gmail.com,https://www.asbrtennisclub.com/
CAUDEBEC EN CAUX TC,0235962616,caudebectennisclub@free.fr,https://fr-fr.facebook.com/caudebecencauxtennisclub
TC THEZA,0688357499,tennisclub.theza@fft.fr,http://www.club.fft.fr/tennisclubtheza
US TORREILLES TENNIS,0628287189,ramchrisgomez@hotmail.com,http://www.club.fft.fr/ustorreilles-tennis
TC SOREDE,0468954390,None,http://www.club.fft.fr/tc.sorede
TC SAINTE MARIE,0614398276,tennissaintemarie@sfr.fr,http://www.club.fft.fr/tc.sainte-marie
TENNIS CLUB BAGEEN,0661111926,tcbages@yahoo.com,https://www.facebook.com/Tennis-club-Bag%C3%A9en-1619828811599033/?ref=hl
TENNIS PADEL CLUB BANYULS SUR MER,0468880247,tcbanyuls@gmail.com,http://www.tennis-banyuls.com
TC SAINT ESTEVE,0468927900,tc.saintesteve66@fft.fr,https://www.facebook.com/profile.php?id=100063555671353
TC RIVESALTES,0781468869,tennis-club-rivesaltais@outlook.fr,None
TC TROUILLAS,None,tc.trouillas@orange.fr,http://tctrouillas.jimdo.com/
TC SALEILLENC,0769400451,tennisclubsaleillenc@gmail.com,https://sixpartout.jimdofree.com/
TC VILLENEUVE DE LA RAHO,0468558392,tennis.club.villeneuve.66@gmail.com,https://sites.google.com/view/tcvilleneuve-de-la-raho
TC VILLEMOLAQUE,0619433825,None,http://www.club.fft.fr/tc.villemolaque
TC THUIR,0468530693,tennisclubthuir@wanadoo.fr,http://www.club.fft/tcthuir
TC ILLOIS,0468840828,tc.illois@fft.fr,http://www.club.fft.fr/tc.illois
TC GRAND STADE ST CYPRIEN,None,tennisgrandstade.st.cyp@gmail.com,http://www.club.fft.fr/saint-cyprien.tc
TC SAINT ANDRE,0609964271,tcstandre@gmail.com,None
TC LATOUR BAS ELNE,0627432467,tc.latourbaselne@fft.fr,http://www.club.fft.fr/tc.latour
TC DU MAS,0468540184,tennislemas@orange.fr,None
TC LEUCATE,0782408833,tennisclubleucate@gmx.com,http://www.club.fft.fr/tcleucate
TC ESPIRA,0684020572,None,None
TC SAINT GENIS,0783181033,tc.saint.genis@gmail.com,http://www.club.fft.fr/tc.saint.genis
TC DE SAINT FELIU,None,None,http://www.club.fft.fr/tcdesaintfeliu
TC DE SALSES LE CHATEAU,None,None,None
TC CLAIRA,0676452794,daniel.lecardinal@orange.fr,None
TC COLLIOURE,0468824755,tennis@collioure.fr,http://www.club.fft.fr/tc.collioure
TC BOMPAS,0468635087,None,https://www.club.fft.fr/tennis.bompas
TC ESTAGEL,0687297101,None,None
SQUASH CLUB PARC DUCUP,None,None,None
TC PORT VENDRES,0468824409,tcpv66@outlook.fr,https://www.facebook.com/tennis.portvendres.5
MJC TUCHAN,0643642730,None,None
TC BELLEGARDE LE PERTHUS,None,tc.le.perthus@fft.fr,http://www.club.fft.fr/tc.le.perthus
LE BOULOU TENNIS,0468831217,None,None
TC ILLIBERIEN,0468226502,tc.elne@wanadoo.fr,http://www.club.fft.fr/tc.elne
COMPLEXE SPORTIF DU ROUSSILLON,0468573634,None,None
PIA TENNIS CLUB,0611762298,piatennisclub@gmail.com,None
TC DU VALLESPIR MAUREILLAS,0468830099,tcv.maureillas@fft.fr,http://www.club.fft.fr/tc.du.vallespir
SARL LV SPORTS,0468372446,lefiveperpignan@gmail.com,http://lefiveperpignan.fr
IPC SPORT,0468072059,None,https://www.facebook.com/centralpadel66/
TC ALENYA,0776175359,tennisclubalenya@gmail.com,https://tennisclubalenya.wixsite.com/website
TC ARGELES SUR MER,0619404713,14660031@fft.fr,http://www.club.fft.fr/tc.argeles
LV SPORT ILLE SUR TET,None,None,None
ASPTT TENNIS PAYS CATALAN,0468353500,asptttenniscanohes@gmx.fr,http://www.club.fft.fr/asptt.tennis.pays.catalan
CANET 66 TENNIS,0468730851,canet66tennis@fft.fr,http://www.club.fft.fr/canet66tennis
ASS SALANQUAISE DE TENNIS,0468281011,None,None
BAHO ARLEQUIN OLYMPIQUE,0766596358,tennisbaho@yahoo.fr,https://www.facebook.com/profile.php?id=100009494561951
ASC SAINT NAZAIRE,0613670138,None,None
AS LAROQUE TENNIS,0468891110,laroquetennis@hotmail.fr,None
AS.TENNIS POLLESTRES,0468568329,None,None
COMITE PYRENEES ORIENTALES TENNIS,0468521521,None,None
AS CORNEILLANAISE,0681880817,None,http://www.asctennis.fr
TILLY SUR SEULLES,None,None,None
THURY HARCOURT TCH,0610359580,tennis.thury@gmail.com,http://www.club.fft.fr/tc.harcourtois
AS VILLELONGAISE,0622837368,tc.villelongue@fft.fr,http://www.club.fft.fr/villelongue
TROARN TENNIS CLUB,0963616853,estroarntennis@gmail.com,http://tennistroarn.club.sportsregions.fr/
MOULT TC,None,contact@tennis-tcmm.fr,http://www.tennis-tcmm.fr
CABESTANY OLYMPIQUE CULTUREL,0468673050,tenniscabestany@gmail.com,http://www.club.fft.fr/cabestany.oc.tennis
SAINT AUBIN SUR MER TC,0231973304,None,None
MEZIDON CANON USC,0781028323,18140018@fft.fr,http://www.club.fft.fr/uscmezidontennis
POTIGNY TC,None,potigny.tennis@yahoo.fr,https://www.facebook.com/tennisclub.potigny
SAINT ANDRE SUR ORNE USSA,0679981251,ussatennis14320@gmail.com,http://ussatennis.wixsite.com/ussatennis/les-actualites
LOUVIGNY TC,0783041722,pa.schwartz@fft.fr,http://louvigny-tennis-club.fr/
LION SUR MER SC HERMANVILLE,0231972112,i.tournoi@sclh.asso.fr,http://www.sclh.asso.fr/
LANGRUNE SUR MER TC,0231967975,tc.langrune@gmail.com,http://www.club-tennis.net/langrunesurmer
HOULGATE SC,0699788708,barba.patrick@gmail.com,None
HEROUVILLE ST CLAIR ELSH TENNIS,0231950584,Info@espaceraquettes.com,http://www.elsh.fr
GIBERVILLE TC,None,contact@tennisgiberville.com,http://www.tennisgiberville.com
GRENTHEVILLE TC,0682686966,tc.grentheville@fft.fr,http://tennisclubgrentheville.jimbo.com
OUISTREHAM RIVA BELLA TC,0231971538,tc.riva-bella@fft.fr,http://www.club3.fft.fr/tc-riva-bella/
ROYAL TENNIS CORMELLES,0231726374,escormellestennis@fft.fr,http://www.royaltenniscormelles.fr
FLEURY SUR ORNE TC,0632504405,None,None
