business_name,full_adress,zip_code,phone,license,job_cost,rating,reviews,website,url
"Matrix Basement Systems, Inc.","36082 Industrial Road Livonia, Michigan, United States",48150,(248) 397-5817,None,None,4.9,95,https://www.houzz.com/trk/aHR0cDovL21pY2hpZ2FuLm1hdHJpeGJhc2VtZW50ZmluaXNoaW5nc3lzdGVtLmNvbQ/f3b988058171286a104a4a74e7948536/ue/MjEzMzEzNTk/117c3aa33ddca195bcb48f97d5d7e490,https://www.houzz.com/professionals/general-contractors/matrix-basement-systems-inc-pfvwus-pf~26551911
Anderson & Rodgers Construction,"Lexington, Kentucky, United States",40515,(859) 448-7613,14365,"$45,000 - 1 million",4.9,64,https://www.houzz.com/trk/aHR0cDovL3d3dy5hbmRlcnNvbmFuZHJvZGdlcnMuY29t/c0734b37da6c256b8a557042e6a83f7b/ue/MTYxMzgzNA/14ae4ee79084b83b4355229302ea0c34,https://www.houzz.com/professionals/general-contractors/anderson-and-rodgers-construction-pfvwus-pf~721484734
Pillar Construction & Remodel,"3167 St Johns Bluff Rd S #205 Jacksonville, Florida, United States",32246,(904) 474-3807,CBC1258802,None,4.9,87,https://www.houzz.com/trk/aHR0cHM6Ly9waWxsYXJjb25zdHJ1Y3Rpb25hbmRyZW1vZGVsLmhvdXp6c2l0ZS5jb20/7b23aa96c23f14be67b9ab5bb37041b1/ue/MTgyNTA2MjQ/8279cf02d6305a8edbd22b8d2c00c1f6,https://www.houzz.com/professionals/general-contractors/pillar-construction-and-remodel-pfvwus-pf~1041241604
"CustomWorks Contracting, LLC","Greater Boston Area Framingham, Massachusetts, United States",01702,50840500009,MA,"$200,000 - 5 million",5.0,80,https://www.houzz.com/trk/aHR0cDovL2N1c3RvbXdvcmtzLnVz/e65af3425f6d4c5c1f5834a8404f0afe/ue/MTIyMTAzOQ/f5e36ae7b0cdfeb624d13cede3c547db,https://www.houzz.com/professionals/general-contractors/customworks-contracting-llc-pfvwus-pf~1635802023
Lion Builder Construction Inc,"777 West 19th street Unit W Costa Mesa, California, United States",92627,(949) 771-8045,993326,"$25,000 - 1 million",4.9,51,https://www.houzz.com/trk/aHR0cDovL2xpb25idWlsZGVyLmNvbQ/0caabae56a62f849f54a44b6d0a8600a/ue/MTYwMzM0NzM/5253ed490e56e3768379b9e2c09ee099,https://www.houzz.com/professionals/general-contractors/lion-builder-construction-inc-pfvwus-pf~1007565777
Skelly Home Renovations,"4361 S Congress Ave #104 Austin, Texas, United States",78745,(512) 957-3952,None,"$125,000 - 1,000,000.00",5.0,37,https://www.houzz.com/trk/aHR0cDovL3NrZWxseWhvbWUuY29t/b514acd4c06c18e03b717066b0df4731/ue/MzY4Nzg1MDE/280a5920cfc615d903aa7a4c5e3a9f53,https://www.houzz.com/professionals/general-contractors/skelly-home-renovations-pfvwus-pf~1956796981
Creative Remodeling & Design,"Cherry hill, New Jersey, United States",08003,(856) 288-2609,None,None,5.0,88,https://www.houzz.com/trk/aHR0cDovL1d3dy5jcmVhdGl2ZXJkLmNvbQ/14ec0ad9e4d0197e622df8ef81bcd119/ue/MTIyNTY4Mw/7bc91b3b233333b746a284567ae2d7f1,https://www.houzz.com/professionals/general-contractors/creative-remodeling-and-design-pfvwus-pf~402676355
Tallman Segerson Builders,"25 Walls Drive Fairfield, Connecticut, United States",06824,(203) 487-5960,NHC,"$250,000 - $10,000,000+",5.0,53,https://www.houzz.com/trk/aHR0cDovL3RhbGxtYW5zZWdlcnNvbi5jb20/94a204a30fd73ccf51b812473f375720/ue/NDEyNTEwMw/04a7c0ad0056d548896df0d6b686a3de,https://www.houzz.com/professionals/general-contractors/tallman-segerson-builders-pfvwus-pf~1635950247
Waconah Construction,"Venice, California, United States",90291,(310) 617-3563,908219,"$75,000 - 2.5 million",4.9,68,https://www.houzz.com/trk/aHR0cDovL3d3dy5XYWNvbmFoQ29uc3RydWN0aW9uLmNvbQ/26fc0ad945b4db3a1a508c76138f68cd/ue/MTI1MTg5OTM/22e466e4765e23253fc16b1b186a3ede,https://www.houzz.com/professionals/general-contractors/waconah-construction-pfvwus-pf~470450649
Argos Construction,"San Bruno, California, United States",94066,(415) 858-1801,Lic#,"$25,000 - 5 million",5.0,84,https://www.houzz.com/trk/aHR0cDovL2FyZ29zY29uc3RydWN0aW9uc2YuY29t/97231468148b1c096914a51014ce1974/ue/MTcxMDg1Nzc/7211477e404df2966d35fc9d7f156ba9,https://www.houzz.com/professionals/general-contractors/argos-construction-pfvwus-pf~2081497433
IntraBuild Construction,"Astoria, New York, United States",11103,(917) 909-4980,1472564-DCA,"$300,000 - 5 million",5.0,52,https://www.houzz.com/trk/aHR0cHM6Ly9pbnRyYWJ1aWxkLmNvbQ/8653a9b0f138e90129a2c32f22d9d59a/ue/MzA5NTE2MDM/f3292bcb3384dbb364d4ac251236a7dc,https://www.houzz.com/professionals/general-contractors/intrabuild-construction-pfvwus-pf~1478292791
The Kingston Group - Remodeling Specialists,"4705 Alabama Avenue Nashville, Tennessee, United States",37209,(615) 750-3528,61944,"$3,000 - 1 million",4.9,52,https://www.houzz.com/trk/aHR0cDovL3d3dy5idWlsZGtnLmNvbQ/e8ee8199cd4083a43673884778006e33/ue/MzM2OTUy/f775017a5826feb4bb2b7a4f98723e37,https://www.houzz.com/professionals/general-contractors/the-kingston-group-remodeling-specialists-pfvwus-pf~1325474812
Level Up Home Remodeling Inc,"San Jose, California, United States",95110,(408) 703-5281,1034500,"$15,000 - $20,000,000",4.9,79,https://www.houzz.com/trk/aHR0cDovL3d3dy5sZXZlbHVwaG9tZXJlbW9kZWxpbmcuY29t/56ad1f6ddd42ccc1365be5ee84e9d4b9/ue/MzkwNDA0OTE/d6fb612117f9fae762b2ad548044a33d,https://www.houzz.com/professionals/general-contractors/level-up-home-remodeling-inc-pfvwus-pf~1763986147
Hask Custom Homes,"2951 Piedmont Road NE Suite 300 Atlanta, Georgia, United States",30305,(404) 630-7780,None,"$100,000 - $5,000,000",5.0,42,https://www.houzz.com/trk/aHR0cDovL3d3dy5oYXNrY3VzdG9taG9tZXMuY29t/8d207aa9d189d819046e2f1bf5739d26/ue/MzY1OTE3/e858eb99ee91707f1943806060cb0289,https://www.houzz.com/professionals/general-contractors/hask-custom-homes-pfvwus-pf~92350697
"Creating Space, Inc.","1008 Westcroft Lane Roswell, Georgia, United States",30075,,RBCO002185,"$75,000 - 150,000",5.0,74,https://www.houzz.com/trk/aHR0cDovL2NyZWF0aW5nc3BhY2UuY29tLw/86d5140908caa619fa5f80a6d01b3aa9/ue/OTcyOTMzNw/15e9617e5c7f50147331829a8aa77619,https://www.houzz.com/professionals/general-contractors/creating-space-inc-pfvwus-pf~1292383981
Rittenhouse Builders,"1240 w Lincoln Highway Coatesville, Pennsylvania, United States",19320,(610) 380-9570,None,"$80,000 - 2 million",5.0,41,https://www.houzz.com/trk/aHR0cDovL3d3dy5yaXR0ZW5ob3VzZWJ1aWxkZXJzLmNvbQ/448e4ac3585d2b03007bfdabfc21681d/ue/NDY4OTc3/5606a27c1e9e19d5eab159f21aea9497,https://www.houzz.com/professionals/general-contractors/rittenhouse-builders-pfvwus-pf~1543570369
North Bay Construction,"488 Frederick St. San Francisco, California, United States",94117,(415) 341-5199,896978,"$170,000 - 1,500,000",5.0,46,https://www.houzz.com/trk/aHR0cDovL3Nmbm9ydGhiYXljb25zdHJ1Y3Rpb24uY29tLw/e638d24ae9b0a327e57f2d90a3c9ea8d/ue/NjIzMzY5MQ/4d6a8d832f87e835dc98434bddf32cee,https://www.houzz.com/professionals/general-contractors/north-bay-construction-pfvwus-pf~151289947
"All Under One Roof, Inc.","PO Box 540 Spring Hill, Kansas, United States",66083,(913) 279-0062,2020-3417,None,4.8,82,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdW9ya2MuY29t/d28f72c29a41b4863619558895d538cf/ue/MTM0NTE3MTg/369ddb2a73ef9d1ba91f48685e00f232,https://www.houzz.com/professionals/general-contractors/all-under-one-roof-inc-pfvwus-pf~848143778
"Brooks Construction Group, LLC","1419 Vander Wilt Ln. Katy, Texas, United States",77450,(832) 981-1141,None,"$25,000 - 600,000",4.9,81,https://www.houzz.com/trk/aHR0cDovL2Jyb29rcy1jb25zdHJ1Y3Rpb24uY29t/79faa8d2872fbf8dfeb3380fdb374579/ue/MzM3NjcyMTM/44e71234fc1190afc1914ffdbb95c196,https://www.houzz.com/professionals/general-contractors/brooks-construction-group-llc-pfvwus-pf~1705067085
AFT Construction,"Scottsdale, Arizona United States",None,(480) 553-7873,ROC:,"$500,000 - No limit",5.0,26,https://www.houzz.com/trk/aHR0cDovL3d3dy5hZnRjb25zdHJ1Y3Rpb24uY29tLw/9b22f04fbb14e33175cb88a8c3e40fe8/ue/MzQyMjk3OTQ/2d380ee36413578c8958208e3f1907fb,https://www.houzz.com/professionals/general-contractors/aft-construction-pfvwus-pf~2049037662
Full Service USA,"818 Northeast 8th Street Hallandale, Florida, United States",33009,(305) 244-4999,call,None,4.8,78,https://www.houzz.com/trk/aHR0cDovL3d3dy5mdWxsc2VydmljZXVzYS5jb20/4bc8686fe9ddec6546252920c7e75e78/ue/MjI1OTQ1Mzc/30f4d162afc94c9405b53cba2d53f2c3,https://www.houzz.com/professionals/general-contractors/full-service-usa-pfvwus-pf~1830092161
King Home Remodeling,"Montebello, California United States",None,(424) 781-9911,None,None,5.0,71,https://www.houzz.com/trk/aHR0cDovL3d3dy5raW5naG9tZXJlbW9kZWxpbmcuY29tLw/6e0574765041a6d8104cb31f0261b977/ue/NDY5MDYzOTI/8346ac0c511f80536d1b73a91f6177d4,https://www.houzz.com/professionals/general-contractors/king-home-remodeling-pfvwus-pf~254659196
Ranieri Construction LLC,"Las Vegas, Nevada, United States",89128,(702) 602-6487,77946,"$35,000 - 300,000+",4.9,59,https://www.houzz.com/trk/aHR0cDovL3d3dy5yYW5pZXJpY29uc3RydWN0aW9ubGxjLmNvbQ/7c5dad6565d712131f50d3bb0167f6b3/ue/MTM4NTQzMDU/dfe2b4fc1d8c15e6bca7e80f4f11f798,https://www.houzz.com/professionals/general-contractors/ranieri-construction-llc-pfvwus-pf~2081179609
Thorson Restoration & Construction,"12 Hedge Road Plymouth, Massachusetts, United States",02360,(508) 746-0656,None,None,4.9,46,https://www.houzz.com/trk/aHR0cHM6Ly90aG9yc29ucmVzdG9yYXRpb24uY29tLw/d6dd088bcac57186096505b8b788743f/ue/MzAxMjQ2/a3b1cabf4fe121c6c734aaa23c55ba2c,https://www.houzz.com/professionals/general-contractors/thorson-restoration-and-construction-pfvwus-pf~1132542006
APlus Interior Design & Remodeling,"401 E. La Palma Anaheim, California, United States",92801,(949) 407-5463,551836,"$25,000 - 500,000",4.9,62,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYXBsdXNob21laW1wcm92ZW1lbnRzLmNvbQ/36ba9e6e7371e424523f4f294fd1bcf1/ue/MTM0MzUzMg/4cb4a6f57e0fcbb4fe6fe90144eb7ba9,https://www.houzz.com/professionals/general-contractors/aplus-interior-design-and-remodeling-pfvwus-pf~1736456636
All Square Contracting,"320 South Atlanta Street Roswell, Georgia, United States",30075,(770) 575-8751,None,"$200,000 - and Up",4.9,75,https://www.houzz.com/trk/aHR0cDovL2FsbHNxdWFyZWNvbnRyYWN0aW5nLmNvbS8/14421a6f9d611b65d361b14eb71578fd/ue/MjUxOTQyNjM/51632a71fe7f551e349f3dbe870b656c,https://www.houzz.com/professionals/general-contractors/all-square-contracting-pfvwus-pf~278493007
Alair Homes Sanibel,"1700 Medical Lane, Suite 101 Fort Myers, Florida, United States",33907,(239) 217-1684,CGC,"$75,000 - 10,000,000",4.8,61,https://www.houzz.com/trk/aHR0cDovL3d3dy5hbGFpcmhvbWVzLmNvbS9zYW5pYmVs/e2fac88229f7c85fa192e439953ce263/ue/Mjc0MzYzOQ/3dc4e63e577e460dad606c1e6d117561,https://www.houzz.com/professionals/general-contractors/alair-homes-sanibel-pfvwus-pf~277081195
Future Vision Remodeling,"495 East Brokaw Road San Jose, California, United States",95112,(408) 617-9536,991840,"$5,000 - 2 million",4.8,89,https://www.houzz.com/trk/aHR0cDovL2Z1dHVyZXZpc2lvbnJlbW9kZWxpbmcuY29tLw/14b32ba74ba5ffa0a814b37e3e78c069/ue/MzE2MDQ0ODc/815e7c17901e7b6888eeec01f2695c34,https://www.houzz.com/professionals/general-contractors/future-vision-remodeling-pfvwus-pf~815747663
Ambassador Home Improvement,"741 Park Ave Huntington, New York, United States",11743,(516) 799-0040,Nass:#H0806820000,"$20,000 - $2,000,000+",4.9,92,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYW1iYXNzYWRvcmhpLmNvbS8/8629e375ebcdbabb918e847f4bc35b10/ue/NjQxODQyNQ/324297035e76adaaa4c7614da499b3bf,https://www.houzz.com/professionals/general-contractors/ambassador-home-improvement-pfvwus-pf~1292332865
"Powers Design & Build, LLC","8810 S. Yale Ave. Suite D Tulsa, Oklahoma, United States",74137,(918) 645-6509,None,"$25,000 - 100000+",4.9,70,https://www.houzz.com/trk/aHR0cDovL2JpbGxwb3dlcnMub3Jn/71b4e51220fe6d7f58c3e45576cf2696/ue/NzU0NzYx/218ea960bb50fdd69caa536f49341744,https://www.houzz.com/professionals/general-contractors/powers-design-and-build-llc-pfvwus-pf~755091961
Lee Kimball,"606 Main Street Suite 3003 Reading, Massachusetts, United States",01867,(781) 838-6100,None,None,5.0,40,https://www.houzz.com/trk/aHR0cDovL3d3dy5sZWVraW1iYWxsLmNvbQ/d1b95441a85941bea8b2cd3c2780f2fe/ue/NTA3MTE5/21043bf70b5eca0479c1405f6f338122,https://www.houzz.com/professionals/general-contractors/lee-kimball-pfvwus-pf~1635846771
BCM London Inc.,"4922 Shallow Ridge Road Kennesaw, Georgia, United States",30144,(404) 476-7697,RLQA002239,"$10,000 - 250,000",4.9,57,https://www.houzz.com/trk/aHR0cDovL3d3dy5iY21sb25kb24uY29t/d38cd565e24023cd5c20dbe7da15402d/ue/MzUxMDIwNDY/a66401830d5bbdc1c0cf0efa1b856721,https://www.houzz.com/professionals/general-contractors/bcm-london-inc-pfvwus-pf~60819562
Top Quality Construction,"301 Edge Water Place Suite 100 Wakefield, Massachusetts, United States",01880,(617) 337-3606,177816,"$20,000 - 500,000",5.0,80,https://www.houzz.com/trk/aHR0cDovL3d3dy50b3BxdWFsaXR5Ym9zdG9uLmNvbQ/0c415ccad8e49c9d52ae315f737c2b8d/ue/MTYwNjMxNzM/e9fc4adfee0adfcae92962aed5b01a83,https://www.houzz.com/professionals/general-contractors/top-quality-construction-pfvwus-pf~881729553
William Brothers Building & Construction,"15720 Ventura Blvd Unit 616 Encino, California, United States",91436,(818) 401-3815,1063461,"$5,000 - 5 million",4.9,65,https://www.houzz.com/trk/aHR0cDovL3d3dy53aWxsaWFtLWJyb3RoZXJzLmNvbS8/58c0f4ca05e2b984576c5b3af23492c2/ue/NjA1MTEzMDY/9958b1dee439520b5c6fdaf5df16cd9d,https://www.houzz.com/professionals/general-contractors/william-brothers-building-and-construction-pfvwus-pf~725140730
SoCal Contractor,"3289 Veteran Ave LOS ANGELES, California, United States",90034,(310) 774-6498,1045160,"15,000 - 15,000,000",5.0,48,https://www.houzz.com/trk/aHR0cDovL1NvQ2FsQ29udHJhY3Rvci5jb20/f9585295a8447646e7eb4d957afd5c68/ue/MTU4NzA2NQ/e155afcbbf827bdeddecf9a899c8da74,https://www.houzz.com/professionals/general-contractors/socal-contractor-pfvwus-pf~1291907785
Mayflower Construction Group,"8466 Tyco Road Vienna, Virginia, United States",22182,(703) 388-9088,2705115377,"$13,000 - 20,000",5.0,50,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYXlmbG93ZXJ2YS5jb20/4db7855e892d52ec4980eeedad008323/ue/NDAwMzQxMDk/9e816875ce87c2c3eb7e0d0f5334ee4c,https://www.houzz.com/professionals/general-contractors/mayflower-construction-group-pfvwus-pf~1168596045
Jay Remodeling,"Los Angeles, California United States",None,(424) 327-8743,None,None,5.0,66,https://www.houzz.com/trk/aHR0cDovL3d3dy5qYXlyZW1vZGVsaW5nLmNvbS8/5deeca8dcd58d1dd74f778f92ba2b4a3/ue/NDY5NTIwMDI/98c197e481fdf4154789ec9b9fb31318,https://www.houzz.com/professionals/general-contractors/jay-remodeling-pfvwus-pf~976074586
Stringer Construction & Design,"Plano, Texas, United States",75023,(469) 208-5389,None,"$10,000 - 500,000",4.9,37,https://www.houzz.com/trk/aHR0cHM6Ly9zdHJpbmdlcmNvbnN0cnVjdGlvbmRlc2lnbi5jb20/0a717006be1de0553b4b9d02b658ae3b/ue/MzU1MjY5MA/97bb5e2c59453a50f3c1fa5e8d243143,https://www.houzz.com/professionals/general-contractors/stringer-construction-and-design-pfvwus-pf~1510085350
So Cal Builders & Design,"15335 Morrison St Suite #375 Sherman Oaks, California, United States",91403,(888) 877-1585,990258,"$5,000 - 5 million",5.0,64,https://www.houzz.com/trk/aHR0cDovL215c29jYWxidWlsZGVycy5jb20/3ac5a7ecbe4f56e0e59b93eff8ed2383/ue/MjYwMTAxOTg/93f9ba24ca5a815d9f77dc1805d7a4ce,https://www.houzz.com/professionals/general-contractors/so-cal-builders-and-design-pfvwus-pf~312065946
Bill Fry Construction - Wm. H. Fry Const. Co.,"10351 San Fernando Avenue Cupertino, California, United States",95014,(408) 605-8200,520785,None,5.0,55,https://www.houzz.com/trk/aHR0cDovL3d3dy5iaWxsZnJ5Y29uc3RydWN0aW9uLmNvbQ/eae7dc26acf1f2e7372553eb737a2b82/ue/MjUzMTM/627acb20382f29ee42b867208471b9d7,https://www.houzz.com/professionals/general-contractors/bill-fry-construction-wm-h-fry-const-co-pfvwus-pf~2080470929
Buckminster Green LLC,"958 N. 5th St. Philadelphia, Pennsylvania, United States",19123,(484) 432-2692,PA,"$100,000 - 900,000",5.0,41,https://www.houzz.com/trk/aHR0cDovL3d3dy5idWNrbWluc3RlcmdyZWVuLmNvbQ/c09ba5a58143d15254ff489f8ac2b494/ue/MTQ3NTEw/3532708b9d4015bba3bedaf08ae6dc33,https://www.houzz.com/professionals/general-contractors/buckminster-green-llc-pfvwus-pf~1384207806
Doctor Patch,"Irvine, California, United States",92618,(949) 698-0000,983890,None,4.9,85,https://www.houzz.com/trk/aHR0cDovL3d3dy5Eb2N0b3JQYXRjaC5Vcw/42158368b15e247557b27bc819c5641a/ue/MjA1MzIzNjk/993d85b4d11676b3c7fea52f7bddc6bd,https://www.houzz.com/professionals/general-contractors/doctor-patch-pfvwus-pf~471000437
Benson Builders Inc,"Buzzards Bay, Massachusetts, United States",02532,(508) 759-9615,CSL,None,5.0,77,https://www.houzz.com/trk/aHR0cDovL2JlbnNvbmJ1aWxkZXJzaW5jLm5ldA/b2c5e26c664fdc8cd65f3e83ff7cc102/ue/NDIzNjA5Mw/1295ccff91fde88a8d5b643aeac6df4b,https://www.houzz.com/professionals/general-contractors/benson-builders-inc-pfvwus-pf~1166375821
Boyce Design and Contracting,"303 Perimeter Center North Suite 300 Atlanta, Georgia, United States",30346,(770) 237-0284,RBQA005281,"$75,000 - 2,000,000",4.9,41,https://www.houzz.com/trk/aHR0cDovL3d3dy5ib3ljZWRlc2lnbi5jb20/4a4d7b305c091bb495ae46dc1fed209e/ue/NTYwMDA3NA/6ae12fe911f0cc3e53016759ee5349e8,https://www.houzz.com/professionals/general-contractors/boyce-design-and-contracting-pfvwus-pf~721692298
Anthony James Construction,"231 Elmer Street Westfield, New Jersey, United States",07090,(908) 233-2225,13VH10951500,"$75,000 - 5 million",5.0,45,https://www.houzz.com/trk/aHR0cDovL2FudGhvbnlqYW1lcy5jb20/a5744c9b5790793c3a28becd1dd3a7cd/ue/MTE5MDYyMQ/755a0be70641e3ca1310fd685e57335a,https://www.houzz.com/professionals/general-contractors/anthony-james-construction-pfvwus-pf~92295953
Noah Construction & Design,"6919 Jamieson Ave Reseda, California, United States",91335,(818) 642-8846,937376,"$15,000 - 200,000",4.7,74,https://www.houzz.com/trk/aHR0cDovL3d3dy5CeU5vYWguY29t/d6ef758333e9c9ca2bf0f68fe668004a/ue/MzA3NjI4OQ/e2b579d356090de273d2f1e6d21bae6d,https://www.houzz.com/professionals/general-contractors/noah-construction-and-design-pfvwus-pf~1006870193
IBA Builders,"Los Angeles, California, United States",90048,(415) 727-8321,1074505,"$10,000 - 5,000,000",4.9,55,https://www.houzz.com/trk/aHR0cHM6Ly9pYmFidWlsZGVycy5jb20/66c5ebfdd051806a66aa092be179d87a/ue/NDQ3OTYwNTE/c331c45d76ddb0fcbdb7992b14a016d8,https://www.houzz.com/professionals/general-contractors/iba-builders-pfvwus-pf~405522743
The Buckingham Group,"4727 S. Memorial Dr. Tulsa, Oklahoma, United States",74145,(918) 396-8232,None,"$20,000 - 10 million",5.0,56,https://www.houzz.com/trk/aHR0cDovL3d3dy5iZ3R1bHNhLmNvbQ/30f254e5fbd4f9704ef1c414ed891c54/ue/NzI2NjE1/80c9c18445abf6f8fba6b9447fd0abd7,https://www.houzz.com/professionals/general-contractors/the-buckingham-group-pfvwus-pf~276938971
Built by Krueger,"1194 Diamond Circle Unit T Lafayette, Colorado, United States",80026,(303) 604-4464,None,"$100,000 - 10,000,000",4.9,45,https://www.houzz.com/trk/aHR0cDovL3d3dy5ieWtydWVnZXIuY29t/c3b84a0b761501e9ce595890a4a73dd5/ue/MjI0MjEzMzQ/37fbd3898808a3605d00864e56d2ae91,https://www.houzz.com/professionals/general-contractors/built-by-krueger-pfvwus-pf~311693386
Complete Home Improvement Group Inc.,"750 N Dixie Highway Hollywood, Florida, United States",33020,(954) 245-7141,None,"$50,000 - 10,000,000",5.0,64,https://www.houzz.com/trk/aHR0cDovL3d3dy5jb21wbGV0ZWhpLmNvbQ/cf57c413c1187e60b25ddc4a9ba9a624/ue/MTQ3MTYwOQ/9505db5d1eb856de28c8a1fa477c991a,https://www.houzz.com/professionals/general-contractors/complete-home-improvement-group-inc-pfvwus-pf~1291851513
Atlanta Curb Appeal,"4200 Kenwyck Court Marietta, Georgia, United States",30062,(678) 237-2711,None,"$30,000 - 200,000",4.9,55,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdGxhbnRhY3VyYmFwcGVhbC5jb20/9a0bc153f5690bbb91e5f338de8738d7/ue/MzQ4NDcwOA/d0f9a2e9d04c28388ab641a92685f83d,https://www.houzz.com/professionals/general-contractors/atlanta-curb-appeal-pfvwus-pf~1988240252
Living Home Construction & Design,"2019 Main Street Salt Lake City, Utah, United States",84115,(801) 663-7665,None,"$150,000 - 5 million",5.0,59,https://www.houzz.com/trk/aHR0cDovL3d3dy5saXZpbmctaG9tZS5uZXQ/02a9c4cbf6d1502f81aef86214e113db/ue/MjUwMzYwMw/4263539f09b32f484032e25bd53654f7,https://www.houzz.com/professionals/general-contractors/living-home-construction-and-design-pfvwus-pf~1476596359
GUILTEC LLC,"208 Stamford Avenue Stamford, Connecticut, United States",06902,(203) 912-9224,HIC0623494,"$10,000 - 5,000,000",5.0,73,https://www.houzz.com/trk/aHR0cDovL3d3dy5ndWlsdGVjLmNvbQ/589cb83d164115b04f9c7fa10699ab8e/ue/MzEzNDgw/475111a54af716c7909ca4d3ac1c7cba,https://www.houzz.com/professionals/general-contractors/guiltec-llc-pfvwus-pf~788610356
Liston Design Build,"1106 First Capitol Dr St. Charles, Missouri, United States",63301,(636) 940-9417,None,"$50000 - $1,000,000+",4.9,35,https://www.houzz.com/trk/aHR0cDovL3d3dy5saXN0b25kZXNpZ25idWlsZC5jb20/87a277db2b3dd90ee0cad272f00e29e6/ue/MzUzNjIxMg/49b3deb47b67ec612f83be6720cde6ac,https://www.houzz.com/professionals/general-contractors/liston-design-build-pfvwus-pf~377630440
INS CONTRACTORS,"60 E. 42nd St. New York, New York, United States",10017,(212) 597-9292,606684,"$100,000 - 5,000,000",5.0,56,https://www.houzz.com/trk/aHR0cDovL3d3dy5pbnMtY29udHJhY3RvcnMuY29t/d2a1de087a4191983628bbeae93fc847/ue/MTA2Njg5ODA/844b54478fe4224dc7446c93d918fa1f,https://www.houzz.com/professionals/general-contractors/ins-contractors-pfvwus-pf~1451973892
"Hines Homes, LLC","Maumelle, Arkansas, United States",72113,501802453,0264370213,"$100,000 - 5 million",5.0,56,https://www.houzz.com/trk/aHR0cDovL3d3dy5oaW5lcy1ob21lcy5jb20/ba324a98ddc3a91bf2882a240a7542ab/ue/NzAyODA1/cf961e0db01f88c52a146a985bd62fb7,https://www.houzz.com/professionals/general-contractors/hines-homes-llc-pfvwus-pf~344054313
Synergy Builders Inc.,"850 Meadowview Crossing #13 West Chicago, Illinois, United States",60185,(630) 592-4111,None,None,4.9,61,https://www.houzz.com/trk/aHR0cDovL3N5bmVyZ3lob21lcmVtb2RlbC5jb20/8ce0ffa397c56a6ec88586804f8d0ecb/ue/NzgxNDc4/406bac13830fb2ce54400b39e2d90efd,https://www.houzz.com/professionals/general-contractors/synergy-builders-inc-pfvwus-pf~1921109878
